from,to,amount
"Pedobacter sp. G11","GH29",4
"Pedobacter sp. G11","CBM13",1
"Pedobacter sp. G11","GH9",1
"Pedobacter sp. G11","GH109",2
"Pedobacter sp. G11","GH2",7
"Pedobacter sp. G11","GT1",2
"Pedobacter sp. G11","GT0",2
"Pedobacter sp. G11","GH28",2
"Pedobacter sp. G11","CBM0",2
"Pedobacter sp. G11","CE12",1
"Pedobacter sp. G11","GH43_10",2
"Pedobacter sp. G11","PL1_2",4
"Pedobacter sp. G11","GH43_18",4
"Pedobacter sp. G11","GH73",2
"Pedobacter sp. G11","GH0",2
"Pedobacter sp. G11","GT5",2
"Pedobacter sp. G11","CE0",1
"Pedobacter sp. G11","GH1",2
"Pedobacter sp. G11","CBM67",1
"Pedobacter sp. G11","GT14",1
"Pedobacter sp. G11","GH97",2
"Pedobacter sp. G11","GT26",2
"Pedobacter sp. G11","GH18",5
"Pedobacter sp. G11","GH37",1
"Pedobacter sp. G11","GH127",1
"Pedobacter sp. G11","GH3",4
"Pedobacter sp. G11","CBM50",9
"Pedobacter sp. G11","GH139",1
"Pedobacter sp. G11","GH31",2
"Pedobacter sp. G11","GH77",1
"Pedobacter sp. G11","CE9",2
"Pedobacter sp. G11","GH43_26",8
"Pedobacter sp. G11","GH43_31",2
"Pedobacter sp. G11","GT51",5
"Pedobacter sp. G11","GT2",32
"Pedobacter sp. G11","GH142",2
"Pedobacter sp. G11","GT19",1
"Pedobacter sp. G11","GH171",1
"Pedobacter sp. G11","GH89",1
"Pedobacter sp. G11","CE19",1
"Pedobacter sp. G11","CE4",1
"Pedobacter sp. G11","GH65",2
"Pedobacter sp. G11","CE14",1
"Pedobacter sp. G11","GH138",1
"Pedobacter sp. G11","GH95",1
"Pedobacter sp. G11","GH141",1
"Pedobacter sp. G11","GH130",3
"Pedobacter sp. G11","CBM32",2
"Pedobacter sp. G11","GH25",1
"Pedobacter sp. G11","CE20",3
"Pedobacter sp. G11","GT30",1
"Pedobacter sp. KBS0701","GH13_11",2
"Pedobacter sp. KBS0701","CE6",2
"Pedobacter sp. KBS0701","GH23",2
"Pedobacter sp. KBS0701","GH78",6
"Pedobacter sp. KBS0701","GH5_13",4
"Pedobacter sp. KBS0701","GH5_46",2
"Pedobacter sp. KBS0701","GH43_24",2
"Pedobacter sp. KBS0701","GH33",2
"Pedobacter sp. KBS0701","GH30_3",2
"Pedobacter sp. KBS0701","PL11_1",2
"Pedobacter sp. KBS0701","CBM48",4
"Pedobacter sp. KBS0701","GH13_9",2
"Pedobacter sp. KBS0701","CBM38",1
"Pedobacter sp. KBS0701","GH76",2
"Pedobacter sp. KBS0701","GT4",15
"Pedobacter sp. KBS0701","GH143",1
"Pedobacter sp. KBS0701","GH105",5
"Pedobacter sp. KBS0701","GH13_10",2
"Pedobacter sp. KBS0701","GT28",1
"Pedobacter sp. KBS0701","GH43_8",4
"Pedobacter sp. KBS0701","GT11",2
"Pedobacter sp. KBS0701","PL10_1",2
"Pedobacter sp. KBS0701","GT9",1
"Pedobacter sp. KBS0701","GH144",2
"Pedobacter sp. KBS0701","GH137",1
"Pedobacter sp. KBS0701","GH13_26",2
"Pedobacter sp. KBS0701","GH106",2
"Pedobacter sp. KBS0701","GH88",1
"Pedobacter sp. KBS0701","GT8",1
"Pedobacter sp. KBS0701","GT20",1
"Pedobacter sp. KBS0701","GH43_34",6
"Pedobacter sp. KBS0701","GH16_10",2
"Pedobacter sp. KBS0701","GH30_8",2
"Pedobacter sp. KBS0701","CE15",1
"Pedobacter sp. KBS0701","GH16_3",4
"Pedobacter sp. KBS0701","GH43_19",4
"Pedobacter sp. KBS0701","GH125",1
"Pedobacter sp. KBS0701","GH43_1",2
"Pedobacter sp. KBS0701","GH92",9
"Pedobacter sp. KBS0701","CE8",2
"Pedobacter sp. KBS0701","GH43_29",6
"Pedobacter sp. KBS0701","CE11",1
"Pedobacter sp. KBS0701","GH140",1
"Pedobacter sp. KBS0701","GH20",3
"Pedobacter sp. KBS0701","GH15",1
"Pedobacter sp. KBS0701","GH32",4
"Pedobacter sp. KBS0701","GH13",2
"Pedobacter sp. KBS0701","GH13_5",4
"Pedobacter sp. KBS0701","GH13_38",2
"Pedobacter sp. KBS0701","GH146",4
"Pedobacter sp. KBS0701","GH115",2
"Pedobacter sp. KBS0701","GH43_12",2
"Pedobacter sp. KBS0701","GH35",2
"Pedobacter sp. KBS0701","GH43_28",2
"Pedobacter sp. KBS0701","GH29",8
"Pedobacter sp. KBS0701","GH43_16",2
"Pedobacter sp. KBS0701","CBM13",3
"Pedobacter sp. KBS0701","GH9",1
"Pedobacter sp. KBS0701","CBM6",4
"Pedobacter sp. KBS0701","GT71",1
"Pedobacter sp. KBS0701","PL33_1",2
"Pedobacter sp. KBS0701","CBM66",1
"Pedobacter sp. KBS0701","GH154",1
"Pedobacter sp. KBS0701","GH36",3
"Pedobacter sp. KBS0701","GH11",1
"Pedobacter sp. KBS0701","GH109",1
"Pedobacter sp. KBS0701","GH2",14
"Pedobacter sp. KBS0701","GT1",2
"Pedobacter sp. KBS0701","GT0",4
"Pedobacter sp. KBS0701","GH28",4
"Pedobacter sp. KBS0701","CBM0",2
"Pedobacter sp. KBS0701","CE12",5
"Pedobacter sp. KBS0701","GH43_10",8
"Pedobacter sp. KBS0701","PL1_2",4
"Pedobacter sp. KBS0701","GH43_18",4
"Pedobacter sp. KBS0701","GH73",2
"Pedobacter sp. KBS0701","GH0",3
"Pedobacter sp. KBS0701","GT5",2
"Pedobacter sp. KBS0701","GH1",1
"Pedobacter sp. KBS0701","GT32",1
"Pedobacter sp. KBS0701","GT14",1
"Pedobacter sp. KBS0701","GH97",6
"Pedobacter sp. KBS0701","GH18",2
"Pedobacter sp. KBS0701","GH37",1
"Pedobacter sp. KBS0701","GH67",1
"Pedobacter sp. KBS0701","PL9",1
"Pedobacter sp. KBS0701","GH127",2
"Pedobacter sp. KBS0701","GH3",5
"Pedobacter sp. KBS0701","CBM50",9
"Pedobacter sp. KBS0701","GH139",1
"Pedobacter sp. KBS0701","GH31",2
"Pedobacter sp. KBS0701","GH77",1
"Pedobacter sp. KBS0701","CE9",1
"Pedobacter sp. KBS0701","GH43_26",6
"Pedobacter sp. KBS0701","GH43_31",2
"Pedobacter sp. KBS0701","PL42",1
"Pedobacter sp. KBS0701","GH51",4
"Pedobacter sp. KBS0701","GT51",5
"Pedobacter sp. KBS0701","GT2",22
"Pedobacter sp. KBS0701","GH142",1
"Pedobacter sp. KBS0701","GH30_4",2
"Pedobacter sp. KBS0701","GT19",1
"Pedobacter sp. KBS0701","GH171",1
"Pedobacter sp. KBS0701","GH89",1
"Pedobacter sp. KBS0701","GH30",1
"Pedobacter sp. KBS0701","GH53",1
"Pedobacter sp. KBS0701","CE19",1
"Pedobacter sp. KBS0701","CE4",2
"Pedobacter sp. KBS0701","GH65",2
"Pedobacter sp. KBS0701","CE14",1
"Pedobacter sp. KBS0701","GH138",1
"Pedobacter sp. KBS0701","GH95",4
"Pedobacter sp. KBS0701","GH141",1
"Pedobacter sp. KBS0701","GH130",3
"Pedobacter sp. KBS0701","GH10",3
"Pedobacter sp. KBS0701","CBM32",4
"Pedobacter sp. KBS0701","GH25",1
"Pedobacter sp. KBS0701","CE20",4
"Pedobacter sp. KBS0701","GH147",1
"Pedobacter sp. KBS0701","GT30",1
"Pedobacter sp. KBS0701","GH39",1
"Phocaeicola salanitronis DSM 18170","GH13_11",2
"Phocaeicola salanitronis DSM 18170","GH23",3
"Phocaeicola salanitronis DSM 18170","GH78",1
"Phocaeicola salanitronis DSM 18170","GH5_4",2
"Phocaeicola salanitronis DSM 18170","GH5_7",2
"Phocaeicola salanitronis DSM 18170","GH5_38",2
"Phocaeicola salanitronis DSM 18170","PL26",1
"Phocaeicola salanitronis DSM 18170","GH43_24",2
"Phocaeicola salanitronis DSM 18170","GH43_9",2
"Phocaeicola salanitronis DSM 18170","GH33",2
"Phocaeicola salanitronis DSM 18170","GT3",1
"Phocaeicola salanitronis DSM 18170","PL11",1
"Phocaeicola salanitronis DSM 18170","PL11_1",2
"Phocaeicola salanitronis DSM 18170","CBM48",1
"Phocaeicola salanitronis DSM 18170","GT4",15
"Phocaeicola salanitronis DSM 18170","GH24",5
"Phocaeicola salanitronis DSM 18170","GH57",1
"Phocaeicola salanitronis DSM 18170","GH105",6
"Phocaeicola salanitronis DSM 18170","GT28",1
"Phocaeicola salanitronis DSM 18170","GH42",1
"Phocaeicola salanitronis DSM 18170","GT11",1
"Phocaeicola salanitronis DSM 18170","PL10_1",4
"Phocaeicola salanitronis DSM 18170","GH27",1
"Phocaeicola salanitronis DSM 18170","GH106",3
"Phocaeicola salanitronis DSM 18170","GH88",1
"Phocaeicola salanitronis DSM 18170","GH43_34",2
"Phocaeicola salanitronis DSM 18170","GH16_3",2
"Phocaeicola salanitronis DSM 18170","GT35",1
"Phocaeicola salanitronis DSM 18170","GH43_19",6
"Phocaeicola salanitronis DSM 18170","GH43_1",2
"Phocaeicola salanitronis DSM 18170","GH92",6
"Phocaeicola salanitronis DSM 18170","CE8",4
"Phocaeicola salanitronis DSM 18170","GH43_29",2
"Phocaeicola salanitronis DSM 18170","CE11",1
"Phocaeicola salanitronis DSM 18170","GH140",1
"Phocaeicola salanitronis DSM 18170","GH26",2
"Phocaeicola salanitronis DSM 18170","GH32",1
"Phocaeicola salanitronis DSM 18170","GH13",1
"Phocaeicola salanitronis DSM 18170","GH13_8",2
"Phocaeicola salanitronis DSM 18170","GH13_14",4
"Phocaeicola salanitronis DSM 18170","GH13_38",2
"Phocaeicola salanitronis DSM 18170","GH63",1
"Phocaeicola salanitronis DSM 18170","GH146",1
"Phocaeicola salanitronis DSM 18170","GH115",1
"Phocaeicola salanitronis DSM 18170","GH43_12",4
"Phocaeicola salanitronis DSM 18170","CBM20",3
"Phocaeicola salanitronis DSM 18170","GH35",2
"Phocaeicola salanitronis DSM 18170","CE7",1
"Phocaeicola salanitronis DSM 18170","GH29",1
"Phocaeicola salanitronis DSM 18170","PL10_2",2
"Phocaeicola salanitronis DSM 18170","GT111",1
"Phocaeicola salanitronis DSM 18170","CBM6",1
"Phocaeicola salanitronis DSM 18170","GH154",3
"Phocaeicola salanitronis DSM 18170","GH36",2
"Phocaeicola salanitronis DSM 18170","GH66",1
"Phocaeicola salanitronis DSM 18170","GH109",1
"Phocaeicola salanitronis DSM 18170","GH2",11
"Phocaeicola salanitronis DSM 18170","GT1",5
"Phocaeicola salanitronis DSM 18170","GT0",4
"Phocaeicola salanitronis DSM 18170","GH28",11
"Phocaeicola salanitronis DSM 18170","CE12",4
"Phocaeicola salanitronis DSM 18170","GH43_10",4
"Phocaeicola salanitronis DSM 18170","PL1_2",6
"Phocaeicola salanitronis DSM 18170","GH73",3
"Phocaeicola salanitronis DSM 18170","CE2",1
"Phocaeicola salanitronis DSM 18170","GT5",1
"Phocaeicola salanitronis DSM 18170","CE0",1
"Phocaeicola salanitronis DSM 18170","GH97",5
"Phocaeicola salanitronis DSM 18170","GH18",1
"Phocaeicola salanitronis DSM 18170","GH127",1
"Phocaeicola salanitronis DSM 18170","GH3",9
"Phocaeicola salanitronis DSM 18170","CBM50",2
"Phocaeicola salanitronis DSM 18170","GH31",3
"Phocaeicola salanitronis DSM 18170","GH77",2
"Phocaeicola salanitronis DSM 18170","GH43_17",2
"Phocaeicola salanitronis DSM 18170","PL42",1
"Phocaeicola salanitronis DSM 18170","GH51",3
"Phocaeicola salanitronis DSM 18170","GT51",2
"Phocaeicola salanitronis DSM 18170","GT2",14
"Phocaeicola salanitronis DSM 18170","GH30_4",2
"Phocaeicola salanitronis DSM 18170","GT19",1
"Phocaeicola salanitronis DSM 18170","GH171",1
"Phocaeicola salanitronis DSM 18170","GH89",1
"Phocaeicola salanitronis DSM 18170","CE4",1
"Phocaeicola salanitronis DSM 18170","GH65",1
"Phocaeicola salanitronis DSM 18170","GH95",3
"Phocaeicola salanitronis DSM 18170","CBM35",1
"Phocaeicola salanitronis DSM 18170","GH130",3
"Phocaeicola salanitronis DSM 18170","GH10",1
"Phocaeicola salanitronis DSM 18170","CBM32",1
"Phocaeicola salanitronis DSM 18170","GH25",1
"Phocaeicola salanitronis DSM 18170","GH59",1
"Phocaeicola salanitronis DSM 18170","CE20",1
"Pontibacter actiniarum DSM 19842","GH13_11",4
"Pontibacter actiniarum DSM 19842","GH23",3
"Pontibacter actiniarum DSM 19842","GH13_23",2
"Pontibacter actiniarum DSM 19842","CE3",1
"Pontibacter actiniarum DSM 19842","CBM48",5
"Pontibacter actiniarum DSM 19842","GH13_9",2
"Pontibacter actiniarum DSM 19842","GT4",20
"Pontibacter actiniarum DSM 19842","GH57",1
"Pontibacter actiniarum DSM 19842","GH13_10",2
"Pontibacter actiniarum DSM 19842","GT28",1
"Pontibacter actiniarum DSM 19842","GH113",1
"Pontibacter actiniarum DSM 19842","GT9",2
"Pontibacter actiniarum DSM 19842","GH13_26",2
"Pontibacter actiniarum DSM 19842","GT20",1
"Pontibacter actiniarum DSM 19842","GH16_3",2
"Pontibacter actiniarum DSM 19842","GT35",1
"Pontibacter actiniarum DSM 19842","GH43_1",2
"Pontibacter actiniarum DSM 19842","GH92",1
"Pontibacter actiniarum DSM 19842","CE11",1
"Pontibacter actiniarum DSM 19842","GH20",2
"Pontibacter actiniarum DSM 19842","GH15",3
"Pontibacter actiniarum DSM 19842","GH13",1
"Pontibacter actiniarum DSM 19842","GH13_16",6
"Pontibacter actiniarum DSM 19842","GH13_3",2
"Pontibacter actiniarum DSM 19842","GH63",2
"Pontibacter actiniarum DSM 19842","GH115",1
"Pontibacter actiniarum DSM 19842","GH43_12",2
"Pontibacter actiniarum DSM 19842","GT0",1
"Pontibacter actiniarum DSM 19842","GT5",1
"Pontibacter actiniarum DSM 19842","GH97",1
"Pontibacter actiniarum DSM 19842","GT26",1
"Pontibacter actiniarum DSM 19842","GH37",1
"Pontibacter actiniarum DSM 19842","GH67",1
"Pontibacter actiniarum DSM 19842","GH3",5
"Pontibacter actiniarum DSM 19842","CBM50",9
"Pontibacter actiniarum DSM 19842","GH31",1
"Pontibacter actiniarum DSM 19842","GH77",1
"Pontibacter actiniarum DSM 19842","GT51",5
"Pontibacter actiniarum DSM 19842","GT2",19
"Pontibacter actiniarum DSM 19842","GT19",1
"Pontibacter actiniarum DSM 19842","GH171",2
"Pontibacter actiniarum DSM 19842","GH158",1
"Pontibacter actiniarum DSM 19842","CE4",1
"Pontibacter actiniarum DSM 19842","CE14",1
"Pontibacter actiniarum DSM 19842","CBM35",1
"Pontibacter actiniarum DSM 19842","GH10",1
"Pontibacter actiniarum DSM 19842","GH25",2
"Pontibacter actiniarum DSM 19842","CE20",1
"Pontibacter actiniarum DSM 19842","GT30",1
"Pontibacter sp. SGAir0037","GH13_11",2
"Pontibacter sp. SGAir0037","CE6",1
"Pontibacter sp. SGAir0037","GH23",3
"Pontibacter sp. SGAir0037","GH78",2
"Pontibacter sp. SGAir0037","GH5_2",2
"Pontibacter sp. SGAir0037","GH5_5",2
"Pontibacter sp. SGAir0037","GH5_13",2
"Pontibacter sp. SGAir0037","GH13_23",2
"Pontibacter sp. SGAir0037","GH172",1
"Pontibacter sp. SGAir0037","GH30_3",4
"Pontibacter sp. SGAir0037","CBM48",5
"Pontibacter sp. SGAir0037","GH13_9",2
"Pontibacter sp. SGAir0037","GH76",1
"Pontibacter sp. SGAir0037","GT4",27
"Pontibacter sp. SGAir0037","GH24",1
"Pontibacter sp. SGAir0037","GH57",1
"Pontibacter sp. SGAir0037","GH13_10",4
"Pontibacter sp. SGAir0037","GT28",1
"Pontibacter sp. SGAir0037","GH43_8",4
"Pontibacter sp. SGAir0037","PL35",1
"Pontibacter sp. SGAir0037","GT9",1
"Pontibacter sp. SGAir0037","GH144",2
"Pontibacter sp. SGAir0037","GH13_26",2
"Pontibacter sp. SGAir0037","GH88",1
"Pontibacter sp. SGAir0037","GT20",1
"Pontibacter sp. SGAir0037","CBM4",1
"Pontibacter sp. SGAir0037","GH43_34",2
"Pontibacter sp. SGAir0037","CE15",1
"Pontibacter sp. SGAir0037","GH16_3",6
"Pontibacter sp. SGAir0037","GT35",2
"Pontibacter sp. SGAir0037","GH125",1
"Pontibacter sp. SGAir0037","GH43_1",2
"Pontibacter sp. SGAir0037","GH92",7
"Pontibacter sp. SGAir0037","CE11",1
"Pontibacter sp. SGAir0037","GH140",2
"Pontibacter sp. SGAir0037","GH43_33",2
"Pontibacter sp. SGAir0037","GH20",2
"Pontibacter sp. SGAir0037","GH26",4
"Pontibacter sp. SGAir0037","GH8",1
"Pontibacter sp. SGAir0037","GH15",1
"Pontibacter sp. SGAir0037","GH13",4
"Pontibacter sp. SGAir0037","GH13_14",2
"Pontibacter sp. SGAir0037","GH13_16",8
"Pontibacter sp. SGAir0037","GH13_3",2
"Pontibacter sp. SGAir0037","GH13_36",2
"Pontibacter sp. SGAir0037","GH146",2
"Pontibacter sp. SGAir0037","GH115",1
"Pontibacter sp. SGAir0037","GH43_12",4
"Pontibacter sp. SGAir0037","GH29",2
"Pontibacter sp. SGAir0037","GH9",2
"Pontibacter sp. SGAir0037","CBM6",2
"Pontibacter sp. SGAir0037","GH2",1
"Pontibacter sp. SGAir0037","GT1",1
"Pontibacter sp. SGAir0037","GT0",12
"Pontibacter sp. SGAir0037","GH43_10",2
"Pontibacter sp. SGAir0037","GH0",2
"Pontibacter sp. SGAir0037","GT5",1
"Pontibacter sp. SGAir0037","CE0",1
"Pontibacter sp. SGAir0037","GH1",1
"Pontibacter sp. SGAir0037","CBM67",2
"Pontibacter sp. SGAir0037","GT14",1
"Pontibacter sp. SGAir0037","GH97",4
"Pontibacter sp. SGAir0037","GT26",1
"Pontibacter sp. SGAir0037","GH37",2
"Pontibacter sp. SGAir0037","GH67",2
"Pontibacter sp. SGAir0037","GH127",1
"Pontibacter sp. SGAir0037","GH3",7
"Pontibacter sp. SGAir0037","CBM50",10
"Pontibacter sp. SGAir0037","GH31",2
"Pontibacter sp. SGAir0037","GH77",1
"Pontibacter sp. SGAir0037","GT10",1
"Pontibacter sp. SGAir0037","GH43",1
"Pontibacter sp. SGAir0037","GH43_26",4
"Pontibacter sp. SGAir0037","GH43_31",2
"Pontibacter sp. SGAir0037","GH51",1
"Pontibacter sp. SGAir0037","GT51",5
"Pontibacter sp. SGAir0037","GT2",26
"Pontibacter sp. SGAir0037","GT19",1
"Pontibacter sp. SGAir0037","GH171",1
"Pontibacter sp. SGAir0037","GH89",2
"Pontibacter sp. SGAir0037","GH158",1
"Pontibacter sp. SGAir0037","CE4",1
"Pontibacter sp. SGAir0037","GH65",1
"Pontibacter sp. SGAir0037","CE14",1
"Pontibacter sp. SGAir0037","GH95",2
"Pontibacter sp. SGAir0037","GH130",1
"Pontibacter sp. SGAir0037","GH10",3
"Pontibacter sp. SGAir0037","CBM32",3
"Pontibacter sp. SGAir0037","GH25",2
"Pontibacter sp. SGAir0037","CE20",2
"Pontibacter sp. SGAir0037","GH147",1
"Pontibacter sp. SGAir0037","GT30",1
"Rhodothermaceae bacterium RA","GH13_11",2
"Rhodothermaceae bacterium RA","GH23",3
"Rhodothermaceae bacterium RA","GH78",3
"Rhodothermaceae bacterium RA","GH5_36",2
"Rhodothermaceae bacterium RA","GH33",2
"Rhodothermaceae bacterium RA","PL6_1",4
"Rhodothermaceae bacterium RA","PL6_2",2
"Rhodothermaceae bacterium RA","CBM48",5
"Rhodothermaceae bacterium RA","GH13_9",2
"Rhodothermaceae bacterium RA","GT4",29
"Rhodothermaceae bacterium RA","GH24",2
"Rhodothermaceae bacterium RA","GH13_10",2
"Rhodothermaceae bacterium RA","GT28",1
"Rhodothermaceae bacterium RA","GH113",1
"Rhodothermaceae bacterium RA","GH144",1
"Rhodothermaceae bacterium RA","GH13_26",2
"Rhodothermaceae bacterium RA","GH106",1
"Rhodothermaceae bacterium RA","GH88",1
"Rhodothermaceae bacterium RA","GT8",1
"Rhodothermaceae bacterium RA","CBM4",1
"Rhodothermaceae bacterium RA","CE15",2
"Rhodothermaceae bacterium RA","GH16_3",2
"Rhodothermaceae bacterium RA","GT35",1
"Rhodothermaceae bacterium RA","GH92",1
"Rhodothermaceae bacterium RA","PL39",1
"Rhodothermaceae bacterium RA","GH140",1
"Rhodothermaceae bacterium RA","GH20",1
"Rhodothermaceae bacterium RA","GH15",2
"Rhodothermaceae bacterium RA","GH13_16",2
"Rhodothermaceae bacterium RA","GH13_20",2
"Rhodothermaceae bacterium RA","GH13_32",2
"Rhodothermaceae bacterium RA","GH13",1
"Rhodothermaceae bacterium RA","GH29",1
"Rhodothermaceae bacterium RA","GH9",1
"Rhodothermaceae bacterium RA","CBM6",1
"Rhodothermaceae bacterium RA","GH154",1
"Rhodothermaceae bacterium RA","GH2",1
"Rhodothermaceae bacterium RA","GT1",1
"Rhodothermaceae bacterium RA","GT0",1
"Rhodothermaceae bacterium RA","GH43_10",2
"Rhodothermaceae bacterium RA","GH0",2
"Rhodothermaceae bacterium RA","GT5",1
"Rhodothermaceae bacterium RA","GT94",1
"Rhodothermaceae bacterium RA","GT26",1
"Rhodothermaceae bacterium RA","GH18",1
"Rhodothermaceae bacterium RA","GH67",1
"Rhodothermaceae bacterium RA","GH3",5
"Rhodothermaceae bacterium RA","CBM50",10
"Rhodothermaceae bacterium RA","GH31",2
"Rhodothermaceae bacterium RA","GH77",1
"Rhodothermaceae bacterium RA","PL17_2",2
"Rhodothermaceae bacterium RA","GH51",1
"Rhodothermaceae bacterium RA","GT51",4
"Rhodothermaceae bacterium RA","GT2",19
"Rhodothermaceae bacterium RA","GH171",1
"Rhodothermaceae bacterium RA","GH53",1
"Rhodothermaceae bacterium RA","CE19",1
"Rhodothermaceae bacterium RA","GH44",1
"Rhodothermaceae bacterium RA","CE4",1
"Rhodothermaceae bacterium RA","CE14",1
"Rhodothermaceae bacterium RA","GH130",2
"Rhodothermaceae bacterium RA","GH10",2
"Rhodothermaceae bacterium RA","CE20",1
"Rhodothermus marinus","GH13_11",8
"Rhodothermus marinus","CBM48",4
"Rhodothermus marinus","PL39",1
"Rhodothermus marinus DSM 4252","GH13_11",2
"Rhodothermus marinus DSM 4252","GH23",1
"Rhodothermus marinus DSM 4252","GH78",1
"Rhodothermus marinus DSM 4252","GH5_26",2
"Rhodothermus marinus DSM 4252","PL6_1",2
"Rhodothermus marinus DSM 4252","PL6_2",2
"Rhodothermus marinus DSM 4252","CBM48",4
"Rhodothermus marinus DSM 4252","GH13_9",2
"Rhodothermus marinus DSM 4252","GT4",23
"Rhodothermus marinus DSM 4252","GH105",1
"Rhodothermus marinus DSM 4252","GT28",1
"Rhodothermus marinus DSM 4252","GH27",1
"Rhodothermus marinus DSM 4252","GT20",1
"Rhodothermus marinus DSM 4252","CBM4",38
"Rhodothermus marinus DSM 4252","PL9_1",2
"Rhodothermus marinus DSM 4252","CE15",1
"Rhodothermus marinus DSM 4252","GH16_3",2
"Rhodothermus marinus DSM 4252","GT35",1
"Rhodothermus marinus DSM 4252","PL39",1
"Rhodothermus marinus DSM 4252","CE8",1
"Rhodothermus marinus DSM 4252","GH20",1
"Rhodothermus marinus DSM 4252","GH26",3
"Rhodothermus marinus DSM 4252","GH15",1
"Rhodothermus marinus DSM 4252","GH32",1
"Rhodothermus marinus DSM 4252","GH13",2
"Rhodothermus marinus DSM 4252","GH13_20",2
"Rhodothermus marinus DSM 4252","GH63",2
"Rhodothermus marinus DSM 4252","GH146",1
"Rhodothermus marinus DSM 4252","GH115",1
"Rhodothermus marinus DSM 4252","GH35",1
"Rhodothermus marinus DSM 4252","GH9",1
"Rhodothermus marinus DSM 4252","CBM6",1
"Rhodothermus marinus DSM 4252","GH2",2
"Rhodothermus marinus DSM 4252","GT1",2
"Rhodothermus marinus DSM 4252","GT0",1
"Rhodothermus marinus DSM 4252","GH28",1
"Rhodothermus marinus DSM 4252","GT55",2
"Rhodothermus marinus DSM 4252","PL1_2",2
"Rhodothermus marinus DSM 4252","GH0",1
"Rhodothermus marinus DSM 4252","GT5",2
"Rhodothermus marinus DSM 4252","GH97",2
"Rhodothermus marinus DSM 4252","GT26",1
"Rhodothermus marinus DSM 4252","GH18",1
"Rhodothermus marinus DSM 4252","GH37",2
"Rhodothermus marinus DSM 4252","GH67",1
"Rhodothermus marinus DSM 4252","GH12",1
"Rhodothermus marinus DSM 4252","GH3",6
"Rhodothermus marinus DSM 4252","CBM50",5
"Rhodothermus marinus DSM 4252","GH31",2
"Rhodothermus marinus DSM 4252","GH77",1
"Rhodothermus marinus DSM 4252","PL17_2",2
"Rhodothermus marinus DSM 4252","GH43_15",2
"Rhodothermus marinus DSM 4252","GH51",1
"Rhodothermus marinus DSM 4252","GT51",2
"Rhodothermus marinus DSM 4252","GT2",12
"Rhodothermus marinus DSM 4252","GH171",1
"Rhodothermus marinus DSM 4252","GH53",1
"Rhodothermus marinus DSM 4252","GT78",2
"Rhodothermus marinus DSM 4252","CE14",2
"Rhodothermus marinus DSM 4252","GH95",1
"Rhodothermus marinus DSM 4252","CBM35",2
"Rhodothermus marinus DSM 4252","GH130",6
"Rhodothermus marinus DSM 4252","GH10",5
"Rhodothermus marinus DSM 4252","CE20",1
"Rhodothermus marinus DSM 4252","GH147",1
"Rhodothermus marinus SG0.5JP17-172","GH13_11",2
"Rhodothermus marinus SG0.5JP17-172","GH23",1
"Rhodothermus marinus SG0.5JP17-172","GH5_26",2
"Rhodothermus marinus SG0.5JP17-172","CBM48",4
"Rhodothermus marinus SG0.5JP17-172","GH13_9",2
"Rhodothermus marinus SG0.5JP17-172","GT4",24
"Rhodothermus marinus SG0.5JP17-172","GH105",1
"Rhodothermus marinus SG0.5JP17-172","GT28",1
"Rhodothermus marinus SG0.5JP17-172","GH27",1
"Rhodothermus marinus SG0.5JP17-172","GT20",1
"Rhodothermus marinus SG0.5JP17-172","CBM4",1
"Rhodothermus marinus SG0.5JP17-172","PL9_1",2
"Rhodothermus marinus SG0.5JP17-172","CBM57",1
"Rhodothermus marinus SG0.5JP17-172","CE15",1
"Rhodothermus marinus SG0.5JP17-172","GH16_3",2
"Rhodothermus marinus SG0.5JP17-172","GT35",1
"Rhodothermus marinus SG0.5JP17-172","CE8",1
"Rhodothermus marinus SG0.5JP17-172","GH20",1
"Rhodothermus marinus SG0.5JP17-172","GH26",2
"Rhodothermus marinus SG0.5JP17-172","GH15",1
"Rhodothermus marinus SG0.5JP17-172","GH32",1
"Rhodothermus marinus SG0.5JP17-172","GH13",3
"Rhodothermus marinus SG0.5JP17-172","GH13_20",2
"Rhodothermus marinus SG0.5JP17-172","GH63",2
"Rhodothermus marinus SG0.5JP17-172","GH146",1
"Rhodothermus marinus SG0.5JP17-172","GH35",1
"Rhodothermus marinus SG0.5JP17-172","GH43_5",4
"Rhodothermus marinus SG0.5JP17-172","CBM6",1
"Rhodothermus marinus SG0.5JP17-172","GH2",2
"Rhodothermus marinus SG0.5JP17-172","GT1",2
"Rhodothermus marinus SG0.5JP17-172","GH28",1
"Rhodothermus marinus SG0.5JP17-172","GT55",1
"Rhodothermus marinus SG0.5JP17-172","PL1_2",2
"Rhodothermus marinus SG0.5JP17-172","GH0",1
"Rhodothermus marinus SG0.5JP17-172","GT5",2
"Rhodothermus marinus SG0.5JP17-172","GH97",2
"Rhodothermus marinus SG0.5JP17-172","GT26",1
"Rhodothermus marinus SG0.5JP17-172","GH37",1
"Rhodothermus marinus SG0.5JP17-172","GH67",1
"Rhodothermus marinus SG0.5JP17-172","GH12",1
"Rhodothermus marinus SG0.5JP17-172","GH3",5
"Rhodothermus marinus SG0.5JP17-172","CBM50",5
"Rhodothermus marinus SG0.5JP17-172","GH31",2
"Rhodothermus marinus SG0.5JP17-172","GH77",1
